,name,rating,review
1077,Sunil Chinese & Fast Food,5.0,
1078,Sunil Chinese & Fast Food,4.0,
1079,Sunil Chinese & Fast Food,5.0,
1080,Sunil Chinese & Fast Food,4.0,
1081,Punjabi Rasoi,5.0,I must say the food was too yummy
1082,Punjabi Rasoi,5.0,mazing food the taste is brilliant feels like home away from home Thanks for speedy service and quality
1083,Punjabi Rasoi,1.0,
1084,Punjabi Rasoi,5.0,
1085,Punjabi Rasoi,5.0,
1086,Keshari Chaat House,5.0,
1087,Keshari Chaat House,5.0,
1088,Keshari Chaat House,5.0,Nice ambience good food taste heaven specially the meethi fulki which is must if youre in this Chaat house  
1089,Keshari Chaat House,5.0,
1090,Keshari Chaat House,5.0,
1091,K- Gazebo,4.0,You can go here for cheap eats as everything in their menu is pocket friendly from a student point of view Menu is limitedHad grilled veggie sandwiches and ice cream sundae Taste portion and quality  ambience and costing justified each otherThey are still setting up their interior that is divided into two sections Good for random hangouts with friends
1092,K- Gazebo,3.0,mbience is good with dim lightening  price is cheap  You can hangout with your friend in less price Food was okayish Ordered veg sandwich grilled which was good inner filling was of veggies mixed in mayonnaise chicken roll where chicken filling was perfectly cooked bt didnt like outer covering too much
1093,K- Gazebo,2.0,he service is very poor Chinese food is good but the ambience is pathetic They should improve their service and the food quality The quantity of food is also not up to the mark
1094,K- Gazebo,1.0,Worst place to be They only know how to cheat their customers Firstly they gave me a dirty glass of water Then on asking for a bislery they enacted of opening a fresh bottle in front of me but the truth was that bottle was used and refilled On getting caught they were least apologetic The place was not at all maintained
1095,K- Gazebo,1.0,he Worst Chicken Roll Ive ever had period It had just 46 minute chunks of chicken and rest was Lots of Oil and Onion and Capsicum  isse bakwas Chicken Roll nai khaya kabhi Sirf   aur   thi
1096,Food Plaza,5.0,
1097,Food Plaza,4.0,
1098,Food Plaza,5.0,
1099,Food Plaza,1.0,Poor quality food
1100,Food Plaza,5.0,
1101,Bablu Paratha Shop,5.0,
1102,Bablu Paratha Shop,5.0,
1103,Bablu Paratha Shop,5.0,
1104,Bablu Paratha Shop,5.0,mazing home like test
1105,Bablu Paratha Shop,5.0,
1106,Golgappe Wala,1.0,ikki was not good in taste
1107,Golgappe Wala,5.0,
1108,Golgappe Wala,4.0,
1109,Golgappe Wala,5.0,Superb tasty pani puri or golgappe They serves the five different flavors of pani puri  I also like their Dahi sev puri and aloo tikkis are normal in taste
1110,Golgappe Wala,1.0,ikki quality not good ye log koi chatni etc nahi dalte hai do baar maine magaya but dono bar bas simple tikki matar daal ke bhejte hai sathme bhi chatni etc nai rakhte total money wasted on this counter ense aabha road walo ka hota hai Request to all customer dont buy this counter
1111,Kesarwani Chat Bhandar and Fast Food,1.0,
1112,Sunil Chat Corner,5.0,
1113,Sunil Chat Corner,5.0,Very good Taste best in prayagraj
1114,Sunil Chat Corner,2.0,hey open around 4ish have token system for Dahi Puchka and Pani Puri You can drop by to have Aloo Tamatar Karela Chaat Dahi Bada I personally find the place and taste okayish didnt like their Dahi Barey
1115,Maggi Point,5.0,
1116,Maggi Point,5.0,Ordered Cheese Maggi Sandwich last night really awesome taste and concept Would love to try this again and again I was very excited to try this dish and it was totally worth it
1117,Maggi Point,5.0,elicious taste must try all varieties Of the food At very low price
1118,Maggi Point,5.0,Very good taste in town
1119,Maggi Point,5.0,elicious food Awesome quality and quantity Fantastic  Today on 11 august I ordered first time in this point Vegetable Maggi with cheese and butter It was awesome and delivered within 30 minutes I recommend you all to buy food from this point And I hope this new maggi point will add more dishes later 
1120,Rajkush Chinese Fast Food,5.0,
1121,Rajkush Chinese Fast Food,5.0,Good
1122,Rajkush Chinese Fast Food,5.0,
1123,The Telugu Corner,5.0,
1124,The Telugu Corner,5.0,
1125,The Telugu Corner,3.0,Its a good place to have south indian food at reasonable prices and its well maintained and has improved a lot from a stall to a small restaurant
1126,Chatkara Bites,5.0,
1127,Chatkara Bites,1.0,
1128,Kesarwani Chaat,1.0,
1129,Kesarwani Chaat,2.0,xcept for Aloo Chaat nothing is worth trying here Gol gappe Dahi Bade and Paneer Chilla are okay but their Pav Bhaji Dosa and Momos are a waste of money Havent tried their Noodles yet
1130,Kesarwani Chaat,3.0,I have had chat and golgappe at this place which was good and tasty Value for money and one must try this place for the tasty crispy aloo tikki they serve
1131,V.S. Cafe,3.0,
1132,Madras Hotel,2.0,
1133,Madras Hotel,2.0,Very good hotal and delevery i like that type hotel and restorents becosei like that type restorents  I alwawase like that time restorents
1134,Eatly,1.0,
1135,Eatly,1.0,
1136,Agrawal Brothers Dalmoth Wala Pvt Ltd,5.0,
1137,Pandit Ji Chat Vaat,5.0,
1138,Pandit Ji Chat Vaat,1.0,
1139,Pandit Ji Chat Vaat,4.0,I love hogging on Pani Puri and aloo tikki of this place  It is a small shop on Indian press chauraha which is famous for serving mouth smacking tikki  Pani Puri  gulab jamun  sakoda and many more chat items   All stuffs taste amazing  specially their Pani Puri is a must try  They serve 4 types of panipuri in one plate and all of them are aptly flavourfull Tikki is prepared in Desi ghee   Its usually very busy and its opening time is 4 pm  on Wednesday they are close
1140,Tasty Bites Restaurant,5.0,
1141,Tasty Bites Restaurant,5.0,
1142,Tasty Bites Restaurant,5.0,
1143,Gaya Chaat Corner,5.0,
1144,Gaya Chaat Corner,5.0,
1145,Tarkari Restaurant,5.0,
1146,Tarkari Restaurant,5.0,his place is awsmthey have best burger in jhusi
1147,Real Friends Restaurant,5.0,wesome restaurant
1148,Real Friends Restaurant,2.0,his is a time waste
1149,Chat Chature,1.0,Isse pehle itna bekar taste less momos na khaya na dekha Na koi shape kuchh pak ke gal gaye Kuchh kachche rahe gye Sabhi ki stuffing b alag alag Aisa lag raha tha bacha kucha bhar diya tha Mujhe to minus marking karni thi inke liye
1150,Agra Chaat House,5.0,
1151,Aharam Foods Private Limited,1.0,
1152,Aharam Foods Private Limited,5.0,
1153,Aharam Foods Private Limited,5.0,Super test and fresh food
1154,Aharam Foods Private Limited,5.0,fast delevari
1155,Aharam Foods Private Limited,1.0,
1156,Jaiswal Dosa Corner,2.0,
1157,Jaiswal Dosa Corner,5.0,
1158,Jaiswal Dosa Corner,5.0,
1159,Jaiswal Dosa Corner,1.0,
1160,Jaiswal Dosa Corner,1.0,Full of chilly over spicy food   Staff misbehaved 
1161,Pizza Club 99,1.0,
1162,Pizza Club 99,5.0,
1163,Pizza Club 99,1.0,
1164,Pizza Club 99,3.0,
1165,Pizza Club 99,5.0,
1166,Shri Gupta Masala Dosa,1.0,
1167,Shri Gupta Masala Dosa,5.0,
1168,Shri Gupta Masala Dosa,1.0,
1169,Shri Gupta Masala Dosa,4.0,
1170,Shri Gupta Masala Dosa,1.0,
1171,Food Plaza,1.0,ise laparwah restaurant ko ban kar dena chahiye
1172,Food Plaza,5.0,
1173,Food Plaza,5.0,
1174,Food Plaza,1.0,Worst experience everitna ajeeb tha burger jo ki explain bhi nhi kr sktend tht white sauce itna jyada tha ki burger ka taste meetha tha ekdm
1175,Food Plaza,5.0,
1176,New Al-Baike,5.0,
1177,New Al-Baike,5.0,he food was amazing And their customer support is also very good The price was also reasonable Easily one of the best broasted chicken in kareli
1178,New Al-Baike,5.0,
1179,New Al-Baike,5.0,he food taste awesome the quantity which they provide for the amount they charge is fine and overall its a fine place to eat
1180,New Al-Baike,5.0,he taste was awesome and the behaviour of staff was really good and good place for hanging out with friends and family thanx u so much for new al baike for your faboulous services
1181,Khansama,4.0,
1182,Khansama,5.0,
1183,Khansama,5.0,
1184,Khansama,5.0,
1185,Khansama,5.0,
1186,Party Fowl,2.0,
1187,Party Fowl,1.0,his restaurant gives stale food
1188,Party Fowl,5.0,
1189,Party Fowl,5.0,
1190,Party Fowl,5.0,
1191,Allahabadi Kabab Paratha,1.0,
1192,Allahabadi Kabab Paratha,4.0,
1193,Allahabadi Kabab Paratha,5.0,
1194,Allahabadi Kabab Paratha,2.0,make fool to send Normal chicken as told Afghan chickenwhich is also tasteless so  disappointment
1195,Allahabadi Kabab Paratha,5.0,
1196,Santosh Juice Corner,5.0,
1197,Santosh Juice Corner,5.0,
1198,Santosh Juice Corner,5.0,
1199,Santosh Juice Corner,5.0,I loved the ambiance the food was awesome had a tasty dosa after a really long time would definitely try oder items from menu in future
1200,Santosh Juice Corner,3.0,You have given chhole instead of sambar with Dosa that i ordered please check the packing before sending out for delivery Otherwise the dosa is very tasty
1201,Tow Tiffin On The Way,3.0,tleast pack a spoon alongwith thali Taste was very average
1202,Tow Tiffin On The Way,5.0,he taste was good but the taste of paneer not good overall the food was good and one thing is also the quantity was too much less in vegetables and in rice  also quantity of food was good
1203,Tow Tiffin On The Way,5.0,What a delicious food I have order chef special thali Each and every food item in the food was too good to eat Panner 65 dal fry rice tawa roti sweet aloo mutter Every thing too good Value for money Thank u
1204,Tow Tiffin On The Way,5.0,Hi the test of the food was excellent I have order veg Biryani with chef special thali Both were too yummi tawa roti was just like home made Thank u
1205,Tow Tiffin On The Way,1.0,                                                 
1206,Day Night Restaurant,5.0,
1207,Day Night Restaurant,5.0,
1208,Day Night Restaurant,5.0,
1209,Day Night Restaurant,3.0,
1210,Day Night Restaurant,5.0,Biryani is awsm and taste so yummy
1211,Tastoz,2.0,We ordered two combosShahi Paneer and Paneer butter masala with Malabar Paratha and Rotisthis was suggested by my friends who had tried this new place and loved the food but unfortunately the Malabar Parathas were tasteless and difficult to chewthe Paneer butter masala was also devoid of spicesRotis were standardthe only thing that saved the dinner was the Shahi Paneer which was absolutely delicious Prices are affordable Hopefully the food will be good next time
1212,Tastoz,1.0,
1213,Tastoz,1.0,
1214,Tastoz,1.0,
1215,Tastoz,1.0,
1216,Bati Chokha Wala,1.0,
1217,Bati Chokha Wala,4.0,
1218,Bati Chokha Wala,5.0,
1219,Bati Chokha Wala,5.0,
1220,Bati Chokha Wala,1.0,Horrible to the core
1221,Maujis,1.0,
1222,Maujis,3.0,aste was good But the portion was too small as per the price
1223,Maujis,3.0,Its a combo of chilli paneer  noodles Chilli paneer is really good Paneer is soft tasty Noddles is my favorite Bcoz its not hakka noodles Its a taste like chowminesingapuri noodles So i like it Bt its spicy for me But tasty But i didnt like momos  The upper layer of momos is thick and tight Filling is good I like thir momos chutney Perfect burger I love this burger Its cheesy and creamy And the tikki is also good The atmosphere is very good Photogenic place Lights are dim but look good The manager is so accommodating The staff are untrained but polite Service is average It is crowded here Price is pocket friendly Just go to this place you will like it 
1224,Maujis,4.0,Finally there is some good cafe near colonel ganj  Maujis cafe is a good place to have some yummy quick bits and snacks at reasonable price Staff is friendly and service is prompt  All food items are really scrumptious  Interior is beautifully done with dim yellow lighting and its couple friendly due to compartment sitting area and romantic wall decor 
1225,Maujis,4.0,
1226,Mohit Foods,1.0,Worst pizza I have ever eaten
1227,Mohit Foods,5.0,heir pizza and cheese burger is awesome
1228,Mohit Foods,1.0,Quantity is very very less as compared to the rate charged
1229,Mohit Foods,1.0,
1230,Mohit Foods,1.0,
1231,China Town Fast Food,3.0,elicious momos
1232,China Town Fast Food,1.0,
1233,China Town Fast Food,5.0,
1234,China Town Fast Food,4.0,I love hogging on some scrumptious Chinese food at this place  Food taste is just yum and is pocket friendly Quantity of food is amazing I had their chilly potato  it tasted yum and with lot of gravy portion  Rest of the stuffs are good too 
1235,Devanshi Food Plaza,5.0,
1236,Devanshi Food Plaza,5.0,
1237,Devanshi Food Plaza,4.0,Very very good food everything
1238,Devanshi Food Plaza,5.0,
1239,Devanshi Food Plaza,5.0,
1240,Avion Fast Food,2.0,
1241,Avion Fast Food,3.0,
1242,Avion Fast Food,5.0,So nyc restoraint m very impressed to here behavior its so muchh yummy food And good good very good nd sooo testy food hskaldhd ckuhebsoxbek jsksbjd jsiwje hsushsbsjoxe hshsbsibsbjdiiwbsj jdhsbude
1243,Avion Fast Food,1.0,Good
1244,Avion Fast Food,5.0,My favorite Restaurant for online order pocket Friendly Food quality and quantity is absolutely awesome
1245,Nirala Chat,5.0,
1246,Nirala Chat,4.0,Now we have nirala chat outlet in civil lines too  I love their tamatar chat  which is prepared in Desi ghee and it is tangy enough to tickle your taste buds  They also add cashew in it and serve it in earthen kullad which I found really impressive  If you are visiting this place in winters dont forget to try their kale gazar ka halwa which was apt 
1247,Nirala Chat,5.0,Nirala chat is a famous chat joint in prayagraj  They have two outlets one in loknath and other one newly opened in civil lines  Their chat items just stand out  I tried their aloo tikki  tamatar chat  Pani Puri  dahi badey and Kali gazar ka halwa  I love their tamatar chat most  its tangy enough to tickle your taste buds and they also add cashew nuts in it  Aloo tikki is so crispy and fried in Desi ghee  You should try their Kali gazar ka halwa in its season which taste amazing  they add khoya in it  Highly recommended  
1248,Nirala Chat,1.0,
1249,Nirala Chat,5.0,Nirala is a pioneer in serving delicious chaats in Allahabad Its main and old outlet is in Loknath and this one is the branch of the same chain I loved the chaats at this place They prepare chaats in pure desi ghee which is their speciality I like almost everything that they serve here however their Aloo Tikki chaat and Tamatar chaat are the best Their Papdi chaat is also quite good and a lot spicy Everything is in pure Desi Ghee as I said Their Dahi Bada is yummy and a musthave at this place During Winters they prepare Kaali Gajar ka Halwa which is a musttry They also serve yummy Gulab Jamun
1250,Food King,5.0,
1251,Food King,5.0,his place is amazing I love the quality of food I get here after eating first time in this restaurant I got my favourite part of life here
1252,Food King,5.0,Food was awesomeI loved itgreat taste services were good  effective price hygienic placebut han thoda fst deliver kiya kriye khna bkki sb thik hi h
1253,Biryani Darbar,5.0,ecently I ordered some chicken dishes The foods were delicious and yummy I really liked it so much Delivery was very fast Good quality and quantity of food Foods was served very tasty  Packaging was too good  Overall experience  55
1254,Biryani Darbar,5.0,
1255,Biryani Darbar,1.0,
1256,Biryani Darbar,5.0,
1257,Biryani Darbar,5.0,
1258,Fauji Bhojanalaya & Sweets,1.0,Worst quality and quantity Please dont waste your money
1259,Fauji Bhojanalaya & Sweets,5.0,
1260,Fauji Bhojanalaya & Sweets,4.0,
1261,Fauji Bhojanalaya & Sweets,2.0,Had ordered online The the cost quantity ratio was poor There are other restaurants that offer a better deal Taste wise OK  Suggestion Restaurants should start mentioning quantitypieces in the menu for better understanding
1262,Fauji Bhojanalaya & Sweets,5.0,wesome dhaba test Ordered mix veg and kadhai paneer Both were delicious Low price and awesome food I will definitely buy again Dont hesitate Order from here
1263,Egg Dee,1.0,
1264,Egg Dee,1.0,
1265,Egg Dee,5.0,
1266,Egg Dee,5.0,innovative new concept in town Amazing taste Mind boggling menu Even have egg rabri and egg halwa Both taste better than usual one we have in sweet shops Overall great taste hygienic and nutritious egg dishes after all mustTry NewFavouriteAdda
1267,Egg Dee,5.0,
1268,Chatkara,5.0,
1269,Chatkara,5.0,
1270,Chatkara,5.0,
1271,Chatkara,5.0,
1272,Chatkara,5.0,
1273,Zayka Ek Swaad,5.0,Pav bhaji was really tasty 
1274,Zayka Ek Swaad,5.0,
1275,Zayka Ek Swaad,4.0,he chilli paneer at this price with this much good taste is awesome i always order it from here but if they will add some breads options also then it will be the best value for money place for dinner
1276,Zayka Ek Swaad,1.0,hanks for Dosa But the taste was not at all gud oil used in cooking was worse In the name of sambhar they cook dal Nariyal chutney was ok
1277,Prabhat Foodies And Ice Cream Parlour,5.0,
1278,Prabhat Foodies And Ice Cream Parlour,5.0,I had ordered 4 veg burgers for my family the burger of your shop was too yummy healthy We enjoyed alot your foods these are so hygienic I suggest every people who are reading this review they should order that special burger n I just hope you people will also enjoy these delicious burgers
1279,Prabhat Foodies And Ice Cream Parlour,5.0,
1280,Prabhat Foodies And Ice Cream Parlour,5.0,
1281,Prabhat Foodies And Ice Cream Parlour,5.0,
1282,Eat On Way,5.0,
1283,Eat On Way,5.0,
1284,Eat On Way,5.0,
1285,Eat On Way,5.0,
1286,Eat On Way,5.0,Nothing
1287,Al Baik Xpress,5.0,
1288,Al Baik Xpress,5.0,
1289,Al Baik Xpress,5.0,
1290,Al Baik Xpress,3.0,
1291,Al Baik Xpress,5.0,
1292,Lala Chat Corner,5.0,wesome place to have evening snacks you can have a good Chaat here 
1293,Lala Chat Corner,5.0,asty And Delicious Tamatar Chat
1294,Lala Chat Corner,1.0,Bht hi gandi jagah hai smell aati rehti khate time pack krwa k ghr pe Khao to better hai
1295,Happy And Healthy Food,1.0,Worst dhokla i ever hadtotal waste of money
1296,Happy And Healthy Food,3.0,Im not happy with the thali which is delivered The quantity of Dal is very low And in veg simple bhindi ki sabzi The paneer is very tight which is not easily chewable and the rice is also not a good quality Overall taste is just ok
1297,Happy And Healthy Food,5.0,he quality of food is very nice  Paneer recipies are tremendous packing of food material up to mark  I suggest to all for quality food delicious  flavor with reasonable price   I suggest to all order from this restaurant  
1298,Happy And Healthy Food,1.0,My order id 1712960483 I order veg special thali and trust me food taste was not soo good there was no sweet in special thali roti was half Cook there was no taste in dal at all 
1299,Happy And Healthy Food,5.0,Its a very good restaurant it have very delicious food delivered by this restaurant The food are hot and fresh all of you order online on this restaurant
1300,Dosa Point,1.0,I just ordered 2 masala dosa from this restaurant After opening packet first thing was burnet dosa with too much oil which can sense from picture itself Dosa batter was stale Coconut chutney was just water Sambar was having too tamarind Apart from price of food everything was tasteless
1301,Dosa Point,5.0,
1302,Dosa Point,3.0,
1303,Vegees,5.0,
1304,Vegees,5.0,Good food in decent atmosphere superb for birthday celebrations or couples very good place to hangout with friends
1305,Vegees,5.0,Its a wonderful place to hangout with your friends and family tooo and the main highlight is that it is budget friendly place where you can have a good time with them
1306,Vegees,5.0,
1307,Vegees,5.0,If you are looking for some great snacks this is the place They are the best in the area and if you want they can celebrate any event like a bday they can arrange a great experience for you and your loved ones
1308,Ajay Restaurant,3.0,Me and My friend accidentally went here And we ordered Cutlets and Coffee Both were yumm People might not like the ambience or have issues with suffocated atmosphere there But I liked both the things that ordered Cook there was making Dosa there which seems too be delicious But we were in hurry so next time I will definitely try something more here
1309,Shivam Bhojnalay,5.0,
1310,Shivam Bhojnalay,5.0,
1311,Shivam Bhojnalay,5.0,his is best vegetarian thali in prayagraj
1312,Shivam Bhojnalay,5.0,
1313,Shivam Bhojnalay,5.0,
1314,Allahabadi Kabab Paratha,1.0,
1315,Allahabadi Kabab Paratha,5.0,
1316,Allahabadi Kabab Paratha,5.0,
1317,Allahabadi Kabab Paratha,5.0,
1318,Allahabadi Kabab Paratha,1.0,Bilku Bekar test or Peking pic bhi Bekar hai Paisa Bekar ho gya hai zameto service Bekar hai or faltu hai allahabadi restaurant ka Khana ka test Bilkul Bekar hai
1319,At The Time Cafe And Family Restaurant,5.0,
1320,At The Time Cafe And Family Restaurant,5.0,
1321,At The Time Cafe And Family Restaurant,5.0,
1322,R. V. V. Restaurant And Celebration Point,5.0,
1323,R. V. V. Restaurant And Celebration Point,3.0,
1324,R. V. V. Restaurant And Celebration Point,5.0,
1325,R. V. V. Restaurant And Celebration Point,1.0,
1326,R. V. V. Restaurant And Celebration Point,1.0,No taste in your food pls change cook
1327,Urthen Foods,5.0,Chicken 65 and Cold Coffee at its best
1328,Urthen Foods,5.0,I had one of the best ever Handi Chicken at this place and the Cold Coffee was equally good
1329,Urthen Foods,5.0,
1330,Urthen Foods,1.0,lways change the price of dishes Receptionists always get self confused about the orderor to clear doubts of customer
1331,Urthen Foods,1.0,Sabka katega
1332,Ande ka Funda,5.0,
1333,D Square,5.0,
1334,Arth Foods,5.0,he best restaurant and the staff is too familiar with customers Food is very taste Place is hygienic Price is affordable  good environment and the best part is live music I felt great experience
1335,Arth Foods,5.0,first time i ordered Egg Biryani The delivery time and quality of food is quite good rest the food is very tasty and finger licking Quantity Sufficient as per the cost
1336,Arth Foods,1.0,Frnd is jhanthu biryani ko koi na mangana 80 rsme bahut thodi thi plus itni ghatiya thi ki aap sada rice kha rahe ho
1337,Balaji Fast Food,5.0,
1338,Balaji Fast Food,5.0,
1339,Dosa Corner,1.0,
1340,Vivek Momos Corner,5.0,
1341,Vivek Momos Corner,5.0,
1342,Sai Sagar Chaat Corner,2.0,I ordered 1 karela1 aloo tikki and 1 khasta Dont go with the pricing and all Sasta hai par accha nahi Aloo tikki was ok ok not that good but karela and khasta was so bad literally i wanted to throw it out  Too bad Man too bad I wasted my time and money on this chaat Be wise dont order
1343,Vibgyor House,5.0,
1344,Vibgyor House,4.0,Good place for pasties  burger  and many more things but the quality of things is not much good as the prices are all over place is good to try
1345,The Godfather,5.0,
1346,The Godfather,5.0,Godfather food is best food Food for making in best quality shared them around so many times  I asked the editors at SAVEUR to share their top picks from their personal jealousy lists with me so we could share them with you This roundup a list of a mere 10 stories is of course woefully incomplete But it also reflects some of the most salient issues of our year in American cultural and political life There are questions of ownershipcultural and economicover food and the peoples they link us to Reports of political divisions that betray much deeper existential divides Assaults on truths and falsehoods And some brooding looks into weird weird shit  Chances are you have some free time coming up in the next couple weeks Give these stories a read wont you  
1347,Foodstuff Restaurant,4.0,Need some improvement with food like spices and slat
1348,Foodstuff Restaurant,5.0,
1349,Big Bean Food Cafe,5.0,
1350,Shree Om Shiv Sweet & Restaurant,1.0,I hv orderd veg paneer rollbut same dish not delivered and its also not freshbt I paid amount
1351,Lifafa - Direct,1.0,hey sent stale stuff poor quality food use ofajinomotto in vegetables dried and stale puris pathetic response when told about this telling to order 300 rs meal for quality
1352,Khana Khazana Restaurant -Hotel Grand Continental,4.0,his place has a nice ambiance food is also tasty tomato soup is lovely non veg mix grill sizzler was also amazingmurgh makhani was mouth watering and paneer tikka masal was also goodservice was perfect and humble Service45 Food45 Ambience35
1353,Khana Khazana Restaurant -Hotel Grand Continental,1.0,Horrible Chole batura Taste was pathetic and tasteless I vomited after eating it Bhature was very hard to eat and chole was watery and tasteless
1354,Khana Khazana Restaurant -Hotel Grand Continental,1.0,Very poor service and extremely rude and unprofessional staff Never going to visit this place again Staff talks in very impolite way and only answer they know is NO I asked for peas in my gravy he said NO cant be done either take it or order something else Wow was a pathetic place
1355,Khana Khazana Restaurant -Hotel Grand Continental,3.0,Nice place with tasty food We ordered chicken tikka lababdar handi chicken and mutton rogan josh Best part was no two flavors were similar They just need to upgrade the interior it is still the 10 year old wooden thing The only thing which was not satisfactory is the size of portions served Else it was a nice experience Chicken tikka lababdar is highly recommended awesome flavor
1356,Khana Khazana Restaurant -Hotel Grand Continental,4.0,his place has a very personal connection with me and close to my heart as I got engaged here So I minus their over rated price because their food is too good Staffs are very good and polite Service is a bit slow Good proportion and food quality  Price is too high for a 3star restaurant Do try Banarsi dum aloo Finger licking good
1357,Dynasty Restaurant - Imperial House,4.0,
1358,Dynasty Restaurant - Imperial House,5.0,
1359,Dynasty Restaurant - Imperial House,3.0,
1360,Dynasty Restaurant - Imperial House,5.0,I love this place whenever I need to pamper my appetite The North Indian cuisine is no doubt the best in the city We tried 4 dishes Started with paneer tikka and malai chicken as we were dining with some vegetarians The tikka had roasted mushrooms and pineapple with it which made it so succulent it could compete with the malai tikka chicken which was a treaf itself Then for the main course we went with paneer makhani butter chicken and mutton biryani later mutton was tender and succulent at the same time And the gravies are to die for Try this place out and thank me later  PS Its a peaceful decor and the locality is superb too
1361,Dynasty Restaurant - Imperial House,5.0,
1362,Ghazipuri Pandit Jee Bhojanalaya,1.0,
1363,Jai Shri Shankar Bhojnalaya,1.0,
1364,Jai Shri Shankar Bhojnalaya,5.0,
1365,Jai Shri Shankar Bhojnalaya,5.0,
1366,Jai Shri Shankar Bhojnalaya,1.0,
1367,Jai Shri Shankar Bhojnalaya,1.0,
1368,Ananya Bhojnalaya,1.0,Hygiene issues Kitchen was too dirty Atleast check before adding restaurants to your list
1369,Ananya Bhojnalaya,1.0,Most horrible and terrible food Their tandoori rotis was so hard that I have to use scissors to break them Even my jaws pained when I chewed those roties
1370,Ananya Bhojnalaya,1.0,I dont know too much about this restaurant but I have ordered food from this restaurant in a emergency  I am writing review on behalf of my sister I had ordered food from Bangalore to my sister place in allahabad She dont liked the food
1371,Ananya Bhojnalaya,2.0,Ordered a normal thali from this place The food wasnt good enough Sabji didnt have salt and the breads were dry and rough enough that they werent even breaking into smaller pieces The quantity of the food was good enough but the quality wasnt something to be appreciated Tasteless
1372,Guru Kripa Bhojnalaya,5.0,
1373,Guru Kripa Bhojnalaya,1.0,
1374,Guru Kripa Bhojnalaya,5.0,
1375,Guru Kripa Bhojnalaya,4.0,
1376,Guru Kripa Bhojnalaya,5.0,
1377,Jai Shri Bhojnalaya,5.0,
1378,Jai Shri Bhojnalaya,5.0,Hhh
1379,Jai Shri Bhojnalaya,1.0,
1380,Jai Shri Bhojnalaya,5.0,
1381,Jai Shri Bhojnalaya,2.0,Food is ok but they deliver me tandoori roti but I mentioned tawa roti this is cheating he even not tell me about this that he is delivering tandoori roti instead of tawa roti
1382,Maa Annapurna Bhojanalya,4.0,
1383,Shree Krishna Dhaba,5.0,
1384,Shree Krishna Dhaba,5.0,
1385,Vidyarthi Bhojnalaya (Pure Veg),5.0,
1386,Vidyarthi Bhojnalaya (Pure Veg),1.0,                    
1387,Vidyarthi Bhojnalaya (Pure Veg),2.0,
1388,Vidyarthi Bhojnalaya (Pure Veg),1.0,food is really bad dont go on price but the quality of food was just disastrous i will never ever going to recommend any of my friend about vidyarthi bhojnalay
1389,Vidyarthi Bhojnalaya (Pure Veg),5.0,Nice bhojnalay pichhle kai dino se khana kha rha hu abhi tk mera anubhav bahut achchha rha h Sada khana khane ke liye is jagah se achchi jagah allahabad me koi nahi hai
1390,Barcode,1.0,
1391,Barcode,4.0,Bar cum restaurant with great ambience and live music youll surely love the environment barcodealldin we loved the experience of both the food and ambience Guys you should visit this place memorable one enjoy food branded liquors live music and dj All these things at one place     Place  barcodealldin beside Vinayak City Centre Civil Lines Prayagraj    HARI MIRCH KA PANEER TIKKA Price  310 although the name suggests Hari Mirch but it wasnt that spicy but the paneer was soft I really liked the chutney it was slightly different    HUNG CURD CRACKERS these are dahi kebabs which were shallow fried Yes these tastes different which I liked the most and the chutney they served was yumm recommended     Follow  exoticflavours Follow  exoticflavours Follow  exoticflavours   Review  imhereforhimanushri99    Taste  Ambience  Service 
1392,Barcode,3.0,his restaurant is situated in the main area of allahabad beside VCC this is 3 floored restaurantNo doubt Ambience was superbb bt we tried veg alfredo pasta  veg kebab which was not upto the mark  thw staff was also rude and not trained
1393,Barcode,5.0,
1394,Barcode,2.0,
1395,Alibi Bar By Hotel Allahabad Regency,1.0,
1396,Alibi Bar By Hotel Allahabad Regency,5.0,
1397,Alibi Bar By Hotel Allahabad Regency,5.0,
1398,Alibi Bar By Hotel Allahabad Regency,5.0,
1399,Glassy Junction - Hotel Milan Palace,2.0,
1400,Glassy Junction - Hotel Milan Palace,4.0,
1401,Glassy Junction - Hotel Milan Palace,5.0,
1402,Glassy Junction - Hotel Milan Palace,5.0,
1403,Glassy Junction - Hotel Milan Palace,5.0,
1404,Celebrity Bar - Hotel Kanhashyam,3.0,Its a quiet place so the vibe is kinda dull only some of the drinks in the menu are available But if you want to spend a peaceful evening alone and you dont give a crap about the drinks then sure its the place to go Food is decent in the hotel as well
1405,Celebrity Bar - Hotel Kanhashyam,2.0,lways had been a boring place service is slow food is pathetic interiors are boring Earlier it was little cheap so i use to go with my friends but now i find it overpriced Moreover they make you watch news channels The least they can do is putting some good music but the staff puts on channels of their choice
1406,Celebrity Bar - Hotel Kanhashyam,3.5,decorated place nice ambiance and beer served in bruges glass makes this place special Mutton starters are very delicious too Though I felt there should have been more options in drinks
1407,Celebrity Bar - Hotel Kanhashyam,4.0,he ambience service  food justifies its name Probably the only elite class bar in Allahabad
1408,Celebrity Bar - Hotel Kanhashyam,5.0,Best Bar in town with fantastic decor where you can find all best Whiskeys  wines of the world it is the most happening place in town their snacks are awsome
1409,Keventers - The Original Milkshake,5.0,Inframe  Chocolate Hazelnut Hunger       keventers    Price 249169largeRegular    Follow  exoticflavours Review anushri99 
